"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc","label"
"HER34L","HER34L_1A_98",20.7,960.13,6.63,1,34541.48438,74958,1.38,0,41,0,19,61,65,29,559,73,4,0,56,4025,76,202,140,52,0,47,2941,0,678,0,1326,0,11,0,0,0,0,0,0,129,0,0,55763,8486,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_99",20.8,966.97,6.63,1,33729.32813,72453,1.4,0,0,0,0,42,54,11,514,62,0,9,31,3069,68,170,0,52,0,117,2866,0,887,0,787,0,0,0,0,0,0,9,0,64,184,0,54941,8354,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_100",20.9,973.82,6.63,1,34536.81641,75585,1.45,53,19,0,13,59,75,51,523,53,0,23,7,3425,87,223,8,92,0,194,3142,0,835,0,1195,0,0,0,0,0,0,0,0,180,73,0,56334,8670,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_101",21,980.66,6.62,1,34305.91797,74297,1.37,0,6,0,16,60,48,36,536,91,8,18,38,3877,9,185,151,138,0,0,3020,0,649,0,1136,0,0,0,0,0,0,0,0,0,45,6,55585,8488,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_102",21.1,987.5,6.63,1,33997.40625,74523,1.51,0,29,11,24,36,40,35,490,94,0,0,45,3439,0,221,88,125,0,0,3000,136,716,0,1145,7,12,0,0,0,0,0,0,256,252,0,55515,8683,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_103",21.2,994.34,6.62,1,34485.67969,75300,1.35,0,28,13,4,39,54,45,512,89,0,0,74,3764,0,205,83,114,0,165,3202,79,948,0,1179,7,9,0,0,0,0,0,0,91,163,0,55670,8522,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_104",21.3,1001.18,6.62,1,33946.66406,74416,1.38,0,25,8,20,56,59,44,553,5,0,0,43,3705,0,142,0,48,0,121,3076,152,875,0,1244,0,0,6,12,0,0,0,0,40,46,74,55338,8598,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_105",21.4,1008.02,6.63,1,33548.89063,72828,1.39,35,17,19,0,38,53,22,440,53,0,0,47,2778,11,149,89,72,0,0,3107,95,894,0,1059,6,0,0,0,0,0,0,0,230,138,0,54876,8409,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_106",21.5,1014.86,6.65,1,33142.76953,72551,1.29,0,28,22,10,59,49,40,473,76,0,11,41,2904,36,177,48,80,0,45,2880,0,1046,0,1172,12,0,5,0,0,0,0,0,145,6,0,54344,8649,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_107",21.6,1021.7,6.65,1,32763.17969,71640,1.41,0,24,5,19,47,44,33,485,43,0,0,26,2838,20,187,51,86,0,249,2809,156,793,0,1234,0,6,0,8,0,0,0,0,38,0,21,53753,8355,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_108",21.7,1028.54,6.65,1,33298.875,72306,1.46,7,25,8,0,61,46,44,475,69,12,0,40,3082,47,177,105,136,0,105,2823,8,901,0,1028,0,0,0,0,0,0,0,0,252,120,0,54324,8293,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_109",21.8,1035.38,6.65,1,33506.30859,73223,1.34,0,0,0,8,57,46,49,482,93,25,0,36,3460,0,163,95,13,0,92,2844,126,937,0,1340,10,0,0,0,0,0,0,0,37,130,0,54645,8369,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_110",21.9,1042.22,6.66,1,33405.03516,73593,1.42,0,5,10,0,56,46,43,513,60,12,0,24,3563,115,217,89,70,0,50,2814,0,778,0,1337,8,9,0,0,0,0,0,0,0,30,0,55171,8409,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_111",22,1049.07,6.65,1,33663.17188,73183,1.37,7,51,0,0,60,29,27,505,101,0,0,11,2796,0,206,60,23,0,82,2859,107,976,0,1150,4,0,0,0,0,0,0,0,0,145,0,55372,8374,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_112",22.1,1055.91,6.65,1,33656.16797,73798,1.56,0,0,6,11,57,46,37,631,114,8,15,36,3228,84,209,137,73,0,115,2474,0,1105,0,1338,0,0,0,0,0,0,0,0,62,93,58,55098,8594,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_113",22.2,1062.75,6.65,1,34145.41406,76860,1.47,0,0,0,12,46,45,21,815,45,11,0,55,6911,100,200,73,94,0,35,2647,0,977,0,1195,18,0,0,0,0,0,5,0,277,107,0,54537,8448,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_114",22.3,1069.59,6.66,1,34625.26953,81730,1.28,0,23,0,5,58,24,31,959,49,0,0,52,11998,0,217,143,71,0,194,2400,153,1195,0,1180,0,0,0,12,0,0,0,0,48,0,0,54155,8581,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_115",22.4,1076.43,6.67,1,34037.3125,78305,1.34,0,28,14,33,40,25,24,789,74,0,19,27,8501,113,218,124,113,0,55,2490,0,1073,0,1031,0,6,0,0,0,21,0,0,187,246,0,54553,8320,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_116",22.5,1083.27,6.68,1,34701.71094,81377,1.53,0,35,15,25,53,43,51,949,127,0,0,58,9784,61,167,120,64,0,123,2494,50,1161,0,1243,0,19,0,0,0,0,9,0,178,187,41,55673,8502,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_117",22.6,1090.11,6.67,1,34704.48828,78988,1.36,0,25,7,0,53,72,20,740,144,0,5,56,9842,0,228,102,5,0,139,2375,5,1038,0,1129,4,0,5,0,0,0,0,0,78,78,5,54255,8421,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_118",22.7,1096.95,6.66,1,34542.71094,78185,1.17,6,25,44,23,58,52,62,853,62,5,23,62,8037,0,191,148,83,0,158,2261,70,1150,0,1129,0,5,7,0,0,0,0,0,84,84,0,54815,8556,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_119",22.8,1103.79,6.65,1,34311.57031,76271,1.25,0,8,18,0,66,29,43,754,71,15,15,50,5359,25,163,127,0,0,58,2436,193,1143,0,1099,7,0,0,0,0,0,0,0,202,43,0,55576,8598,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_120",22.9,1110.63,6.65,1,33726.96875,74135,1.23,0,37,6,22,51,41,49,549,120,0,0,65,4549,21,202,129,46,0,63,2723,181,914,0,1328,8,0,0,5,0,0,35,0,94,248,0,54109,8380,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_121",23,1117.48,6.65,1,34145.93359,75344,1.27,0,0,0,8,36,51,48,578,9,0,0,99,4759,62,141,16,0,0,32,2658,78,851,0,1262,0,0,0,24,0,0,0,0,179,103,0,55650,8546,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_122",23.1,1124.32,6.65,1,34165.03516,74441,1.49,0,29,0,15,43,29,54,558,87,8,9,31,4161,80,170,48,67,0,15,2896,113,1030,0,1058,5,0,0,0,0,0,0,0,38,113,0,55155,8386,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_123",23.2,1131.16,6.66,1,34181.74609,74475,1.34,12,45,19,19,54,36,49,522,89,0,7,49,3674,96,207,64,83,0,82,3111,0,808,0,1221,10,0,0,0,0,0,0,0,256,63,0,55231,8443,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_124",23.3,1138,6.68,1,34184.20313,74456,1.46,0,29,26,38,72,65,36,567,103,0,26,66,4602,77,240,100,76,0,74,2917,0,1081,0,942,0,5,0,0,0,0,0,0,71,42,0,54562,8467,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_125",23.4,1144.84,6.69,1,34449.02344,74803,1.41,0,0,0,16,60,32,43,554,102,25,5,59,4629,92,193,40,126,0,14,3031,0,845,0,1367,0,0,0,0,0,0,0,0,143,0,0,54834,8459,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_126",23.5,1151.68,6.69,1,34573.94141,75216,1.57,0,20,0,12,56,49,37,530,108,0,18,12,5012,50,247,108,5,0,89,3088,63,1095,0,1031,0,0,0,5,0,59,0,0,286,122,60,54731,8190,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_127",23.6,1158.52,6.68,1,34802.35156,75008,1.4,0,24,0,21,64,59,35,598,67,0,13,75,4173,141,205,77,22,0,179,3106,106,694,0,1201,11,0,0,5,0,0,0,0,122,0,0,55422,8407,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_128",23.7,1165.36,6.68,1,34653.59766,76229,1.25,22,58,32,33,45,59,44,566,115,0,0,25,4504,0,191,114,39,0,89,2938,0,1130,0,1120,0,0,0,0,0,0,0,0,122,282,157,55593,8748,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_129",23.8,1172.2,6.68,1,34591.68359,74509,1.38,0,0,0,0,47,47,28,531,100,26,0,46,3824,73,172,132,31,0,123,3060,89,981,0,1193,5,0,0,0,0,0,0,0,37,28,113,55379,8328,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_130",23.9,1179.04,6.67,1,34661.56641,75188,1.54,0,10,9,19,60,53,46,574,73,0,0,34,3812,0,209,17,66,0,146,3108,0,791,0,1267,0,8,0,0,0,0,0,0,169,123,21,55691,8678,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_131",24,1185.88,6.66,1,34860.69531,75748,1.33,11,38,5,0,72,39,33,554,79,0,0,79,4673,32,213,113,184,0,104,2957,0,779,87,1143,0,16,0,0,0,0,0,0,0,70,0,55751,8591,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_132",24.1,1192.73,6.66,1,34838.75391,76316,1.39,0,8,0,0,58,53,37,557,50,0,0,37,4238,10,235,101,7,0,104,2853,0,939,0,1226,0,0,5,10,20,0,0,0,101,201,111,56437,8674,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_133",24.2,1199.57,6.66,1,34454.22266,73641,1.22,0,23,0,0,33,38,27,553,59,0,0,36,4289,0,208,89,83,0,63,2884,41,788,0,1297,7,0,0,0,0,0,0,0,0,0,0,54745,8190,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_134",24.3,1206.41,6.65,1,34713.59766,74883,1.18,0,16,0,13,24,17,23,523,80,0,34,62,4890,36,218,73,14,0,0,2675,0,837,0,1183,0,0,0,0,0,0,0,0,60,0,22,55225,8700,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_135",24.4,1213.25,6.65,1,34776.01953,76457,1.33,29,42,19,24,39,29,62,552,25,0,6,23,5541,104,186,152,116,0,53,2874,0,1017,0,1250,0,0,0,4,0,0,0,0,114,0,0,55114,8945,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_136",24.5,1220.09,6.64,1,34753.80078,76467,1.42,0,0,9,7,55,32,29,571,51,6,0,39,4432,0,180,50,109,0,200,2875,305,1044,0,1502,0,6,0,0,0,0,0,0,70,80,0,55860,8780,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_137",24.6,1226.93,6.64,1,35221.94141,78088,1.35,25,23,20,25,49,55,32,558,94,0,0,75,5774,92,195,54,87,0,219,3273,105,941,0,1201,0,0,0,0,0,0,0,0,150,6,0,56272,8647,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_138",24.7,1233.77,6.64,1,35572.66016,77470,1.51,0,0,0,0,52,35,65,670,47,14,5,60,5262,33,199,213,70,0,235,3191,0,1026,0,1076,0,0,0,9,0,0,0,0,165,64,0,56136,8698,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_139",24.8,1240.61,6.65,1,34759.72266,75522,1.63,0,6,0,18,67,67,60,596,75,28,22,71,4044,12,206,79,111,0,155,3013,0,628,0,1092,12,0,5,0,0,0,0,0,44,188,49,55899,8725,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_140",24.9,1247.45,6.65,1,34925.08203,76189,1.35,0,0,12,30,77,46,34,522,77,5,6,75,3995,0,191,100,139,0,71,2910,70,889,0,1156,0,0,0,0,22,0,0,0,0,0,0,56653,8815,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_141",25,1254.29,6.65,1,35053.45313,76553,1.26,0,11,0,6,49,45,48,636,52,0,0,27,4372,67,181,101,67,0,116,2969,57,893,0,1339,5,0,0,0,0,0,0,0,0,45,0,56753,8544,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_142",25.1,1261.54,6.67,1,34619.78516,76045,1.32,0,8,28,11,67,60,76,702,51,0,12,70,5184,0,181,30,88,0,125,2938,0,1144,0,1302,0,0,0,0,0,0,78,0,129,38,49,55160,8326,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_143",25.2,1268.79,6.7,1,32793.01953,71944,1.53,0,20,0,38,56,43,31,531,80,0,0,60,3628,58,180,52,21,0,81,2519,47,1089,0,1034,10,0,0,0,0,0,48,0,14,21,0,53702,8383,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_145",25.4,1283.28,6.74,1,33026.76172,71106,1.27,0,0,0,17,48,63,24,477,58,0,0,35,3645,71,194,127,87,0,0,2709,91,807,0,1068,15,0,15,0,0,0,0,0,0,0,0,53360,8028,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_146",25.5,1290.53,6.73,1,33174.97266,71252,1.82,0,22,29,25,78,47,11,487,86,0,10,25,3414,10,122,25,10,0,121,2862,0,759,0,1130,18,6,0,0,0,0,0,0,29,118,10,53377,8262,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_147",25.6,1297.77,6.7,1,33932.12109,74049,1.31,11,40,16,25,45,40,41,606,98,18,0,83,4071,62,187,142,97,0,96,2751,0,961,0,1046,0,7,0,0,0,0,15,0,77,115,0,54786,8448,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_148",25.7,1305.02,6.68,1,34025.71484,74018,1.33,0,18,18,28,68,51,37,610,152,0,8,71,4402,0,170,81,163,0,0,2850,0,817,0,1407,0,6,0,0,0,0,0,0,33,97,41,54469,8173,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_149",25.8,1312.27,6.66,1,33484.05078,71907,1.35,15,52,0,21,65,53,14,551,61,0,0,46,3563,71,145,85,89,0,99,2831,50,931,0,904,5,0,0,0,0,0,0,0,75,41,22,53316,8556,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_150",25.9,1319.51,6.67,1,34547.00391,75041,1.61,0,0,0,22,60,38,19,573,114,26,5,83,4520,101,194,76,81,0,148,2840,79,1059,0,1014,5,20,0,0,0,0,0,0,118,0,0,55044,8627,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_151",26,1326.76,6.68,1,34469.81641,75197,1.48,15,0,29,5,50,37,43,549,60,10,0,50,4367,31,199,40,34,0,171,2807,0,937,0,1363,5,0,0,0,0,5,0,0,320,150,19,55087,8671,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_152",26.1,1334.01,6.69,1,34541.27344,75632,1.24,0,40,0,0,68,57,41,591,78,9,32,52,4324,14,227,91,106,0,113,2617,150,945,0,1293,9,0,0,0,4,0,0,0,83,245,0,55536,8710,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_153",26.2,1341.25,6.69,1,35005.88672,75695,1.22,0,30,0,0,64,33,52,593,53,0,21,46,4587,7,128,90,7,0,140,2855,7,919,0,1178,6,0,0,4,0,0,0,0,122,48,0,55695,8843,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_154",26.3,1348.5,6.69,1,34751.11719,75465,1.26,0,29,0,14,63,66,39,581,61,0,0,86,3945,39,184,165,92,97,220,2999,221,1169,0,1298,0,0,0,0,0,0,0,0,0,0,0,55485,8440,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_155",26.4,1355.74,6.69,1,34617.48828,75648,1.39,0,47,28,42,75,61,47,559,49,0,0,49,4108,118,240,122,113,0,13,2947,0,1012,0,1364,5,21,0,0,0,0,0,0,25,0,61,55709,8660,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_156",26.5,1362.99,6.69,1,34624.50391,74976,1.58,9,39,30,32,61,62,35,598,50,0,17,16,4490,0,161,17,89,0,75,3014,0,937,0,1201,23,8,0,0,0,0,0,0,92,0,23,55254,8454,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_157",26.6,1370.24,6.7,1,34600.28516,75049,1.36,0,13,8,20,55,72,32,639,83,0,0,36,4888,0,207,90,20,0,24,3114,41,1019,0,1092,7,0,0,0,0,0,0,0,72,191,31,54486,8671,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_158",26.7,1377.48,6.71,1,34484.67578,75525,1.39,0,24,16,26,75,40,30,678,94,0,8,49,5149,50,176,72,125,0,147,3243,59,1099,0,1176,4,13,0,4,0,0,45,0,100,0,0,54399,8457,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_159",26.8,1384.73,6.7,1,34050.95313,74769,1.41,0,11,0,0,68,61,25,549,40,11,21,43,4721,91,127,0,0,0,126,2973,0,1145,0,1205,18,14,0,0,0,0,0,0,193,89,0,54291,8678,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_160",26.9,1391.98,6.7,1,33750.14063,74460,1.39,0,18,14,36,55,78,32,590,75,0,21,59,5031,0,227,39,121,0,185,2942,15,1141,0,1169,0,0,0,0,0,0,0,0,251,187,98,53431,8403,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_161",27,1399.22,6.7,1,33597.25781,73078,1.11,14,34,18,22,52,56,32,611,61,0,0,13,4563,50,213,131,166,0,0,3011,0,1025,0,1150,0,0,0,0,0,0,0,0,138,26,25,53021,8440,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_162",27.1,1406.47,6.7,1,33436.46875,72109,1.39,19,41,0,6,64,38,53,641,95,0,5,35,4508,42,144,102,0,77,44,3084,0,1003,0,1578,0,0,0,0,0,0,0,0,0,100,0,51988,8255,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_163",27.2,1413.72,6.71,1,32967.58984,72035,1.42,0,22,0,13,47,25,24,574,95,0,0,51,4191,58,204,66,21,0,181,2826,0,1193,0,1335,0,0,0,0,0,0,0,0,54,0,20,52501,8387,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_164",27.3,1420.96,6.73,1,33229.94531,72793,1.28,0,0,0,0,30,48,9,559,65,0,0,10,4982,92,86,84,50,0,97,2718,95,1061,27,959,0,0,0,0,0,0,0,0,95,186,32,52925,8425,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_165",27.4,1428.21,6.74,1,33415.83594,73334,1.33,0,16,0,0,48,57,14,513,71,0,7,49,5268,49,184,135,83,0,72,2742,259,1180,0,1221,15,0,0,0,0,0,0,0,73,74,5,52741,8315,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_166",27.5,1435.46,6.76,1,33113.95703,71019,1.48,0,0,0,0,46,56,20,577,97,0,11,50,4420,26,179,17,78,0,155,2818,0,989,0,1225,6,10,0,0,0,0,0,0,0,101,0,51788,8143,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_167",27.6,1442.7,6.77,1,32857.69531,71003,1.35,0,0,6,23,67,51,32,548,96,0,17,69,4442,89,179,87,25,0,0,2744,0,1044,0,1106,0,5,0,0,0,20,0,0,58,0,47,51773,8299,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_168",27.7,1449.95,6.76,1,33254.52344,71491,1.45,0,0,0,6,48,79,33,615,40,0,10,59,4480,0,234,35,13,0,5,2831,119,1119,0,932,0,0,0,10,0,0,0,0,179,85,0,52079,8362,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_169",27.8,1457.19,6.76,1,33459.4375,73711,1.44,0,46,17,4,71,48,29,592,65,0,0,31,4843,0,195,174,94,0,5,3013,202,1149,0,1271,0,0,0,0,0,0,0,0,199,115,29,52783,8617,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_170",27.9,1464.44,6.77,1,33828.03125,75202,1.34,29,30,0,16,61,26,47,629,130,19,0,44,4580,43,284,142,110,0,84,2953,161,1551,0,1964,0,0,0,0,0,0,0,0,11,53,13,53531,8583,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_171",28,1471.69,6.78,1,34418.46484,74608,1.49,0,0,0,19,39,57,39,543,70,0,27,35,4244,43,263,28,0,0,145,3594,0,1019,0,970,6,0,16,0,0,0,0,0,19,108,0,54504,8692,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_172",28.1,1478.93,6.8,1,34681.30859,76491,1.31,0,54,23,45,47,55,68,655,94,0,0,43,4397,23,186,96,0,0,12,3756,20,1014,0,1032,0,0,0,0,0,0,0,0,125,147,0,55808,8677,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_173",28.2,1486.18,6.8,1,34541.48438,76179,1.34,18,13,13,5,62,29,31,530,71,0,0,49,3194,146,197,38,127,0,277,3927,19,1028,0,1149,8,0,0,0,0,0,0,0,163,74,0,56154,8610,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_174",28.3,1493.43,6.8,1,35067.77344,76575,1.43,12,28,13,14,46,53,18,503,35,0,35,13,2951,84,220,116,118,0,57,3961,114,970,0,1051,11,8,0,17,0,0,0,0,51,140,0,57074,8690,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_175",28.4,1500.67,6.82,1,35188.72656,77227,1.34,0,13,0,9,60,55,35,659,288,0,0,58,3280,0,196,32,111,0,184,4226,31,975,28,1186,0,0,0,0,0,0,0,0,0,215,13,56400,9027,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_176",28.5,1507.92,6.84,1,35132.51563,76000,1.31,0,0,0,0,45,52,24,608,92,0,24,7,2579,0,176,159,54,0,6,4017,102,828,0,1223,0,0,0,0,0,33,76,0,194,156,0,56523,8876,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_177",28.6,1515.17,6.85,1,34938.94531,74646,1.77,0,4,0,0,55,67,20,611,48,0,0,39,1773,0,133,112,52,0,73,4214,0,892,0,1137,16,0,6,0,0,0,11,0,220,0,0,56602,8421,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_178",28.7,1522.41,6.84,1,35154.15625,75867,1.47,0,19,0,5,43,70,57,547,69,0,0,16,1596,7,234,109,143,0,50,4451,163,748,0,1237,0,0,0,0,0,0,0,0,169,185,0,56993,8804,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_179",28.8,1529.66,6.84,1,35390.33203,75864,1.51,0,0,0,5,52,30,44,579,124,8,0,23,1782,37,185,0,0,0,174,4189,167,975,0,1185,4,0,0,0,0,0,0,0,221,123,0,57203,8579,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_180",28.9,1536.91,6.84,1,35489.11719,76321,1.31,0,16,7,21,42,44,23,558,35,0,0,9,2250,40,186,72,62,0,159,4202,86,769,0,1196,6,0,0,12,0,0,0,0,229,172,0,57211,8718,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_181",29,1544.15,6.85,1,35511.64844,76993,1.22,25,45,29,13,45,57,18,526,61,0,10,11,2447,40,261,188,110,85,81,4277,0,905,0,1137,0,0,0,0,0,0,0,0,0,155,0,57660,8665,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_182",29.1,1551.4,6.87,1,35378.15234,76891,1.38,15,66,6,24,62,44,45,564,84,14,0,29,2242,0,199,27,151,0,118,4327,0,873,0,1212,10,0,0,0,0,0,0,0,184,58,0,57678,8634,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_183",29.2,1558.64,6.88,1,35489.66016,76180,1.45,0,6,6,42,56,60,21,525,153,13,19,49,2156,46,190,69,60,0,113,4183,53,711,0,1367,9,10,0,0,0,0,0,0,87,10,0,57241,8752,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_184",29.3,1565.89,6.89,1,35149.90625,75082,1.56,0,38,27,12,47,61,22,526,93,0,0,9,1611,52,195,95,43,91,80,3940,0,900,0,1005,0,0,0,0,0,0,11,0,0,0,0,57490,8482,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_185",29.4,1573.14,6.9,1,35522.55469,77439,1.61,0,51,15,34,67,48,33,580,69,0,0,45,2566,18,185,61,62,0,55,4032,35,774,0,1245,29,18,0,0,0,0,0,0,325,286,0,57753,8937,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_186",29.5,1580.38,6.91,1,35496.44531,76733,1.44,0,29,15,19,53,48,26,544,82,0,0,8,2206,21,177,51,97,0,85,4155,0,811,0,1104,0,0,6,0,0,0,0,0,91,105,73,57985,8762,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_187",29.6,1587.63,6.92,1,35534.46875,76037,1.4,0,9,0,15,65,46,15,584,95,26,15,40,2481,23,131,21,25,0,37,4242,13,648,0,1135,9,13,0,0,0,0,0,0,0,112,0,57342,8650,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_188",29.7,1594.88,6.93,1,35402.20313,75806,1.35,0,43,25,35,46,27,49,609,95,8,0,57,2041,41,149,162,84,0,116,4075,0,590,0,1314,0,0,0,0,0,0,0,0,118,0,0,57400,8589,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_189",29.8,1602.12,6.94,1,35101.44141,75703,1.58,0,9,8,0,53,42,43,607,40,0,10,13,1725,5,198,45,45,0,221,4192,209,752,0,1379,6,0,0,17,0,0,0,0,51,134,0,57188,8584,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_190",29.9,1609.37,6.94,1,35490.67188,76329,1.35,0,10,0,8,40,45,26,548,68,0,7,14,2117,0,189,49,53,0,51,4230,0,628,0,1256,0,0,0,0,0,0,0,0,0,172,0,58011,8531,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_191",30,1616.62,6.94,1,35339.71484,75341,1.68,0,0,0,8,29,54,44,589,52,0,5,7,1668,0,176,130,28,0,142,4296,0,855,0,1030,11,11,0,0,0,0,0,0,116,13,0,57330,8563,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_192",30.1,1623.48,6.95,1,35296.58594,76110,1.37,0,0,0,27,30,41,33,558,318,0,0,23,2095,40,213,52,224,0,57,4259,0,857,0,1258,0,9,0,0,0,0,0,0,26,57,0,57506,8226,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_193",30.2,1630.34,6.96,1,35271.0625,75581,1.35,0,28,0,14,49,55,56,596,154,0,29,49,2079,0,210,53,126,0,0,4202,113,860,0,1216,0,14,0,0,0,0,0,0,79,176,9,56795,8484,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_194",30.3,1637.21,6.97,1,35267.26563,75803,1.44,0,52,6,16,33,34,33,608,63,0,0,16,2456,5,219,44,17,0,61,4170,0,755,0,1206,0,0,0,0,0,0,0,0,50,91,49,56963,8584,TRUE,"HER34L_1A"
