"Site","ID","depth","SH20_age","surface","validity","kcps","cps","MSE","Mg","Al","Si","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","As","Se","Br","Rb","Sr","Y","Zr","Sn","I","Cs","Ba","Ir","Pt","Au","Hg","Pb","Th","U","Mo_inc","Mo_coh","qc","label"
"HER34L","HER34L_1A_195",30.4,1644.07,6.98,1,35022.48828,74240,1.5,0,14,8,31,60,90,57,514,65,0,0,46,2295,54,180,118,9,0,0,4044,0,662,0,1145,15,7,0,0,13,0,0,0,15,0,93,56139,8432,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_196",30.5,1650.93,6.99,1,35174.85156,75916,1.4,0,16,20,0,50,54,66,582,50,7,23,13,2244,0,169,131,0,0,0,4073,49,794,0,1318,0,0,0,0,0,0,0,0,81,17,0,57166,8853,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_197",30.6,1657.8,7,1,35523.28125,76896,1.55,0,10,0,30,60,78,33,620,102,0,0,42,2845,0,179,0,72,0,213,4087,0,863,0,1257,0,0,0,0,0,0,0,0,155,0,0,57288,8798,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_198",30.7,1664.66,7,1,35176.91406,76418,1.27,25,25,8,16,56,41,19,590,60,0,0,20,2555,32,221,81,143,0,140,4117,51,775,0,1475,0,0,0,8,0,0,0,0,108,182,0,56754,8700,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_199",30.8,1671.52,7.02,1,35192.21484,75821,1.36,0,10,14,13,51,47,23,638,86,5,0,22,1793,17,216,125,137,0,0,3837,198,945,0,1196,18,0,0,0,0,0,0,0,23,97,0,57236,8904,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_200",30.9,1678.39,7.03,1,35308.89063,75104,1.58,16,14,0,16,59,53,27,618,42,15,27,71,2011,54,222,85,68,0,74,3951,0,955,0,1237,9,0,0,0,0,0,0,0,0,27,0,56626,8554,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_201",31,1685.25,7.04,1,35409.60156,76128,1.39,0,13,0,0,57,47,44,589,46,0,19,14,2234,0,207,66,0,0,165,4056,0,873,0,1311,0,0,0,0,0,0,0,0,33,0,61,57314,8784,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_202",31.1,1692.11,7.04,1,35599.78906,76925,1.56,0,31,16,28,58,40,36,624,27,0,0,29,2198,0,165,53,6,0,0,4161,0,915,0,1354,0,0,0,20,0,0,91,0,122,0,0,57835,8949,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_203",31.2,1698.98,7.05,1,35668.64844,75563,1.42,0,12,16,20,78,57,33,585,40,0,0,44,2075,0,177,0,0,0,121,4056,0,734,0,1011,0,15,0,20,0,0,0,0,0,0,0,57540,8712,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_204",31.3,1705.84,7.05,1,35763.64844,76268,1.33,0,42,9,10,28,50,20,616,71,0,0,9,1375,45,198,113,122,0,40,4251,0,554,0,1384,0,0,0,0,0,0,0,0,152,119,0,58010,8855,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_205",31.4,1712.7,7.06,1,35522.88281,75319,1.5,0,7,4,33,23,65,40,566,70,14,0,43,1289,46,204,66,28,0,85,4393,107,812,0,1307,0,0,0,0,0,0,0,0,35,123,0,57034,8673,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_206",31.5,1719.57,7.06,1,35508.88281,75451,1.42,19,70,0,26,51,38,15,563,70,0,0,21,1295,117,154,110,0,0,154,4172,0,719,0,1174,6,0,0,0,0,0,8,0,145,168,56,57499,8532,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_207",31.6,1726.43,7.07,1,35386.91406,75730,1.27,0,18,17,16,42,72,44,568,32,0,5,16,1545,7,178,32,59,0,73,4218,0,766,0,1344,0,0,0,0,0,0,0,0,84,216,0,57093,8948,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_208",31.7,1733.3,7.07,1,35371.96094,75659,1.21,0,6,0,0,25,31,33,542,55,0,0,19,1615,59,161,90,175,0,269,4157,0,721,0,1257,0,0,0,0,9,0,0,0,139,33,0,57384,8612,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_209",31.8,1740.16,7.08,1,35165.28125,75219,1.27,0,17,0,14,41,38,25,508,86,0,0,18,1515,0,135,125,18,0,168,3938,252,702,0,1302,0,0,0,0,0,0,54,22,4,0,0,57383,8687,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_210",31.9,1747.02,7.08,1,35316.04297,74816,1.43,0,13,13,0,52,24,38,529,75,0,0,33,1474,25,163,120,92,0,0,3900,151,767,0,1062,0,0,0,0,0,0,0,0,132,0,0,57437,8580,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_211",32,1753.89,7.09,1,35479.97656,75358,1.42,0,45,0,11,52,51,23,525,49,0,0,31,1924,40,160,114,35,105,88,4046,63,736,0,1148,0,6,0,0,0,0,0,0,5,42,0,57535,8382,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_212",32.1,1760.75,7.1,1,35441.28516,75178,1.36,0,23,0,0,45,28,35,493,46,0,28,23,988,98,250,127,93,0,189,4049,88,989,0,1224,0,0,0,0,0,0,0,0,103,0,0,57369,8738,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_213",32.2,1767.61,7.12,1,35021.1875,74413,1.38,7,30,17,29,69,52,38,531,44,0,25,29,993,29,247,10,93,0,227,4079,37,763,0,1125,0,0,0,9,0,0,0,0,152,115,0,56902,8516,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_214",32.3,1774.48,7.12,1,34859.18359,74137,1.34,9,0,0,0,40,34,22,442,19,0,22,19,939,45,165,59,72,0,42,4314,0,693,0,1242,8,0,0,15,0,0,0,0,218,142,0,56901,8463,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_215",32.4,1781.34,7.14,1,34903.39844,73454,1.47,0,6,14,22,57,58,27,614,82,0,0,58,1095,0,190,118,56,0,147,3950,0,704,0,1072,0,13,0,0,0,0,0,0,84,37,0,56286,8550,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_216",32.5,1788.2,7.14,1,34990.71484,75147,1.35,0,22,5,11,29,40,18,533,18,6,0,13,1051,0,248,101,95,0,110,3910,81,779,0,1379,0,4,0,5,0,0,0,0,58,178,23,57708,8540,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_217",32.6,1795.07,7.15,1,34979.50781,75874,1.52,0,18,15,36,36,45,19,588,76,10,22,20,1272,0,191,122,149,0,244,4317,0,1143,0,1296,21,0,0,0,0,0,0,0,0,0,60,57117,8828,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_218",32.7,1801.93,7.16,1,35386.16406,75369,1.56,0,0,0,0,61,59,43,477,56,0,6,30,952,0,178,94,48,0,166,4314,50,842,0,1085,0,19,0,4,0,0,0,0,170,249,0,57435,8740,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_219",32.8,1808.79,7.17,1,35428.29297,76262,1.32,0,0,8,17,37,34,36,601,65,0,0,17,886,6,260,116,127,0,0,4432,25,801,0,1187,0,0,0,0,0,0,0,0,153,164,0,58525,8642,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_220",32.9,1815.66,7.18,1,35452.99219,75505,1.26,11,49,9,18,35,44,42,570,41,0,12,20,748,41,227,133,153,0,35,4259,41,805,0,1184,0,0,0,0,0,0,0,0,187,113,0,57678,8762,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_221",33,1822.52,7.19,1,35652.98438,75064,1.57,0,21,0,7,57,49,44,531,89,14,11,33,1176,98,215,112,0,34,85,4622,0,726,0,1179,0,5,0,0,0,0,0,0,38,0,0,57217,8468,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_222",33.1,1829.38,7.19,1,35577.87891,75738,1.45,0,6,0,0,37,41,42,575,79,0,0,47,840,0,242,88,0,0,63,4364,215,858,0,1321,0,0,0,0,0,0,0,0,23,121,0,57894,8730,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_223",33.2,1836.25,7.2,1,35787.39844,76379,1.34,0,0,16,7,66,39,34,603,75,15,20,36,1137,64,230,97,53,0,0,4375,7,788,0,1481,0,9,0,0,0,0,0,0,14,15,0,58182,8751,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_224",33.3,1843.11,7.2,1,35573.53516,75198,1.46,0,12,0,5,52,25,17,503,83,0,0,15,761,18,114,11,18,0,247,4387,0,709,0,1192,8,0,0,0,0,0,0,0,160,87,5,57873,8684,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_225",33.4,1849.97,7.19,1,35664.86328,74983,1.26,0,22,0,0,43,58,32,604,83,5,0,23,946,53,175,14,10,0,7,4144,177,935,0,1207,0,0,0,0,0,0,0,0,42,36,40,57627,8527,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_226",33.5,1856.84,7.18,1,35775.44141,75419,1.55,0,0,0,20,39,50,9,610,23,10,0,0,651,28,129,83,44,0,68,4460,0,756,0,1178,0,0,0,15,0,0,0,0,0,60,0,57914,9050,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_227",33.6,1863.7,7.18,1,35912.25781,76183,1.47,0,0,0,13,29,36,30,513,46,0,24,8,1149,0,195,126,63,50,12,4481,159,678,0,1328,10,0,0,0,0,0,0,0,0,17,0,58561,8533,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_228",33.7,1870.56,7.18,1,35773.63672,75242,1.35,0,27,0,15,41,39,33,537,61,0,0,37,669,8,205,58,42,0,106,4336,0,860,0,1082,5,0,0,0,0,0,0,0,0,85,0,58052,8793,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_229",33.8,1877.43,7.19,1,35701.69531,75755,1.36,0,48,6,18,44,53,32,560,52,11,5,0,856,0,202,22,44,0,0,4419,61,838,0,1053,12,0,0,0,0,0,0,0,158,255,0,58078,8763,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_230",33.9,1884.29,7.2,1,35706.29297,76514,1.52,0,28,0,12,48,67,22,513,90,0,0,0,618,0,178,55,84,0,101,4816,0,772,0,1372,0,9,0,0,0,0,18,0,101,407,0,58209,8864,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_231",34,1891.15,7.2,1,35824.89063,76372,1.29,0,16,9,30,45,56,19,537,24,0,18,21,706,0,200,137,90,0,93,5134,45,879,0,972,8,0,0,0,0,0,0,0,230,85,38,58193,8645,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_232",34.1,1898.02,7.21,1,35925.95703,76974,1.34,17,45,17,25,65,52,51,602,196,0,5,34,982,27,199,93,102,0,147,5013,154,768,6,1351,0,6,0,0,0,0,0,0,0,47,0,57995,8793,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_233",34.2,1904.88,7.21,1,35731.35156,75975,1.33,0,0,6,7,66,25,30,554,55,0,20,0,784,0,157,93,37,0,169,4876,0,878,0,1410,0,6,0,0,0,0,0,0,134,106,0,57723,8729,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_234",34.3,1911.75,7.22,1,35603.8125,75784,1.46,0,0,0,20,49,45,38,504,94,16,0,8,738,80,189,55,52,0,0,4386,69,794,0,1256,23,8,0,0,0,0,0,0,0,95,0,58327,8722,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_235",34.4,1918.61,7.23,1,35681.375,76219,1.51,0,0,0,0,70,55,39,529,53,0,0,24,999,71,188,107,112,0,138,4814,87,773,0,1274,15,0,0,6,0,0,0,0,147,189,0,57717,8640,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_236",34.5,1925.47,7.24,1,35836.76172,75536,1.36,0,0,23,17,67,50,39,533,57,5,0,24,922,6,222,78,0,0,76,4484,9,718,0,1221,5,0,0,0,0,0,0,0,201,142,0,58240,8208,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_237",34.6,1932.34,7.24,1,36170.4375,76839,1.39,0,9,0,0,54,56,12,546,68,18,0,17,1024,40,239,6,47,0,261,4367,0,778,0,1386,14,4,0,0,0,0,21,0,17,35,0,58833,8767,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_238",34.7,1939.2,7.25,1,36197.49609,76722,1.35,0,0,0,0,44,50,27,608,82,0,0,0,1310,44,193,20,11,0,210,4612,0,721,0,1062,6,0,0,0,0,0,0,0,187,78,0,58613,8738,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_239",34.8,1946.06,7.26,1,36312.52344,77051,1.26,0,17,10,13,76,66,51,619,43,7,0,38,1013,68,220,129,112,0,0,4450,0,820,0,1303,0,4,0,0,0,0,0,0,38,120,0,58893,8726,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_240",34.9,1952.93,7.25,1,36113.52734,76067,1.37,0,37,0,0,60,40,48,599,78,14,0,26,689,10,113,33,19,0,0,4412,71,954,0,1308,4,0,0,0,0,0,0,0,63,0,0,58489,8887,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_241",35,1959.79,7.26,1,35827.94141,76395,1.33,0,24,6,0,62,64,38,580,78,0,0,8,856,31,273,195,62,182,180,4120,180,759,0,1227,0,0,0,0,0,0,0,0,0,72,0,58406,8833,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_242",35.1,1966.82,7.26,1,35667.36328,75359,1.34,0,40,12,31,60,45,32,567,53,0,0,0,895,0,243,108,125,0,53,3725,37,856,0,1308,0,0,0,0,0,0,0,0,107,209,0,57988,8684,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_243",35.2,1973.85,7.25,1,35568.47656,74534,1.48,10,47,22,11,37,35,44,560,40,0,8,35,1484,36,234,67,15,0,0,4021,0,724,0,846,11,15,0,4,0,0,0,0,151,74,0,57010,8792,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_244",35.3,1980.88,7.25,1,35573.62891,76535,1.32,0,55,0,0,60,36,26,583,77,0,0,0,1542,68,218,111,58,0,114,3759,14,741,0,1348,0,8,0,0,0,0,0,0,12,156,0,58334,9056,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_245",35.4,1987.9,7.25,1,35865.14063,76068,1.48,16,33,11,29,83,58,27,551,106,26,0,30,1047,112,222,48,60,0,88,3906,0,680,0,1218,5,10,0,0,0,0,0,0,59,0,0,58451,9050,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_246",35.5,1994.93,7.26,1,35959.32422,75974,1.39,28,44,32,0,42,42,17,561,83,0,4,0,1418,16,183,42,100,0,78,3594,0,654,0,1206,0,0,0,0,0,0,0,0,163,66,0,58711,8668,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_247",35.6,2001.96,7.26,1,36069.02344,75445,1.47,0,19,0,24,59,44,12,557,72,0,9,10,1215,0,214,136,116,0,14,3808,0,744,0,1128,6,0,0,0,0,0,0,0,37,109,0,58271,8678,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_248",35.7,2008.99,7.27,1,36020.92969,76666,1.32,0,0,0,5,50,17,18,598,87,0,0,0,1298,19,248,100,89,0,106,4021,0,736,0,1224,0,0,0,0,0,0,0,0,268,163,64,58791,8679,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_249",35.8,2016.02,7.27,1,35988.90625,75949,1.53,0,0,0,20,53,52,52,600,105,10,0,63,1864,76,184,84,85,0,88,3698,0,750,0,1106,17,0,8,0,0,0,0,0,0,22,0,58023,8762,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_250",35.9,2023.05,7.26,1,36064.19141,75864,1.42,0,0,15,18,55,48,36,508,64,0,0,16,1536,37,155,84,0,105,20,3492,0,845,0,1061,6,5,0,0,0,0,0,0,8,137,0,58874,8665,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_251",36,2030.08,7.27,1,35958.55469,76254,1.41,0,0,7,23,37,32,30,620,108,0,0,31,2500,0,212,15,4,0,41,3532,0,791,0,1524,21,8,0,0,0,0,0,0,0,0,0,58138,8398,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_252",36.1,2037.11,7.28,1,36205.69531,77176,1.49,0,8,6,8,35,46,17,541,66,0,4,15,2402,4,245,179,40,0,51,3486,44,757,0,1162,0,0,0,0,0,0,0,0,216,101,0,58839,8792,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_253",36.2,2044.14,7.28,1,36141.30078,76115,1.29,7,30,0,31,71,39,29,595,33,24,0,33,1509,56,234,139,59,0,5,3814,0,888,88,1507,0,0,0,0,0,0,0,0,173,0,75,57887,8613,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_254",36.3,2051.16,7.28,1,36272.1875,76263,1.56,0,0,0,0,62,44,33,567,35,15,0,32,1627,0,218,82,27,0,0,3577,0,682,0,1196,10,0,0,5,0,0,0,0,144,29,0,58784,8917,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_255",36.4,2058.19,7.28,1,36220.79688,76568,1.4,7,0,7,21,66,47,41,488,71,0,0,23,1463,62,190,58,12,0,23,3660,0,794,0,1211,0,0,0,0,0,0,42,0,207,123,0,58859,8941,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_256",36.5,2065.22,7.29,1,36084.66016,76621,1.24,0,36,29,0,42,48,28,508,31,11,0,40,1248,51,168,115,69,0,85,3608,228,807,0,1278,0,0,0,0,0,0,0,0,0,122,0,59111,8806,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_257",36.6,2072.25,7.29,1,35942.31641,74999,1.39,7,31,9,0,56,61,45,548,24,0,5,0,786,35,203,111,51,0,138,3417,60,555,0,1191,0,0,0,0,0,0,36,0,209,78,0,58538,8696,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_258",36.7,2079.28,7.29,1,35771.94531,74502,1.34,0,20,5,0,56,41,11,522,41,0,6,22,1058,38,227,125,53,0,86,3346,0,752,0,1196,16,0,0,0,0,0,0,0,46,22,56,57918,8684,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_259",36.8,2086.31,7.29,1,35538.46484,73873,1.25,0,51,20,36,84,68,35,513,49,5,7,11,549,21,255,136,173,0,67,3157,0,816,0,1158,8,6,0,0,0,0,0,0,183,15,26,57515,8755,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_260",36.9,2093.34,7.29,1,35336.25391,74009,1.39,0,26,17,27,52,33,65,550,51,23,0,39,689,18,224,128,20,0,73,3401,0,867,0,1229,5,0,0,0,0,0,16,0,189,25,0,57465,8657,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_261",37,2100.37,7.31,1,35387.33984,73667,1.53,0,0,0,7,47,54,35,578,54,0,0,0,576,0,86,0,0,0,235,2944,89,694,0,1273,0,0,0,0,0,0,56,0,202,72,0,57618,8860,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_262",37.1,2107.39,7.31,1,35775.02734,74844,1.54,0,23,0,21,44,34,26,533,18,0,0,35,769,0,139,109,14,0,188,3265,0,1018,0,1230,0,0,5,7,0,0,0,0,168,101,11,58064,8827,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_263",37.2,2114.42,7.32,1,35857.34766,75360,1.24,0,38,7,10,57,32,17,514,80,0,0,10,780,13,217,99,102,0,135,3534,0,545,0,1110,0,0,0,0,0,0,0,0,292,0,0,58800,8786,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_264",37.3,2121.45,7.32,1,35839.45313,74789,1.39,0,15,11,40,49,43,33,515,49,27,0,51,1074,0,185,34,38,0,168,3596,0,797,0,1229,5,7,0,0,0,0,0,0,115,206,43,57672,8587,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_265",37.4,2128.48,7.33,1,35684.6875,75392,1.39,0,0,30,13,54,58,33,583,95,0,16,49,996,0,193,86,70,0,83,3679,140,937,0,1317,0,0,0,0,0,0,0,0,156,140,0,57696,8866,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_266",37.5,2135.51,7.33,1,35460.95313,73486,1.21,7,31,6,14,59,61,37,570,45,0,15,37,705,29,254,122,0,0,80,3659,0,717,0,1087,0,0,0,0,0,0,0,0,67,0,0,57113,8672,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_267",37.6,2142.54,7.33,1,35539.67578,74774,1.47,20,36,4,11,64,53,45,594,45,0,7,44,1119,0,200,86,27,0,26,3492,56,830,0,1151,10,0,0,20,0,0,0,0,163,0,0,57841,8704,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_268",37.7,2149.57,7.34,1,35618.26563,75966,1.39,0,0,8,28,51,36,45,566,22,0,0,55,1095,53,236,153,33,0,215,3589,58,733,0,1280,15,0,0,10,21,0,0,0,139,15,0,58440,8903,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_269",37.8,2156.6,7.34,1,35984.74609,75637,1.44,0,28,0,21,48,27,36,534,85,4,6,14,1120,71,214,94,75,0,80,3775,0,820,0,1223,0,0,0,0,0,0,0,0,195,208,0,58140,8686,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_270",37.9,2163.62,7.33,1,35955.1875,76910,1.6,6,29,19,8,68,52,41,572,75,0,0,42,1568,0,204,92,22,0,78,3700,0,951,0,1235,10,0,15,0,0,0,0,0,308,195,0,58368,8973,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_271",38,2170.65,7.35,1,35787.85547,75745,1.29,0,10,0,17,56,51,31,559,52,0,0,40,1403,51,196,144,127,65,25,3573,47,579,0,1521,9,0,0,0,0,12,0,0,0,0,0,58113,8831,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_272",38.1,2177.68,7.35,1,35810.55469,75338,1.4,0,6,0,38,46,38,20,529,54,0,0,10,2076,51,252,61,53,0,164,3687,8,788,0,1235,0,0,0,0,0,0,6,0,218,219,0,56930,8675,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_273",38.2,2184.71,7.36,1,35699.75391,75474,1.41,0,46,17,43,57,53,44,549,40,0,0,23,2583,0,226,168,89,127,224,3471,46,577,0,1152,22,0,0,11,0,0,0,0,0,32,0,57218,8515,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_274",38.3,2191.74,7.36,1,35501.16016,75333,1.39,0,0,6,16,48,61,35,563,125,0,0,35,2119,26,210,17,16,0,248,3302,184,1016,0,1024,0,0,0,0,0,0,0,0,136,12,0,57531,8410,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_275",38.4,2198.77,7.35,1,35496.32422,73696,1.35,16,0,0,28,70,44,56,515,85,0,0,0,1172,0,174,91,57,0,180,3621,0,770,0,1104,7,0,0,0,0,0,0,0,108,0,0,56776,8657,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_276",38.5,2205.8,7.36,1,35527.18359,73833,1.39,0,47,0,0,67,43,31,509,79,21,12,9,1092,5,237,65,67,0,49,3515,56,780,0,1307,0,0,0,0,0,0,0,0,106,0,0,57082,8475,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_277",38.6,2212.83,7.36,1,35489.45703,74262,1.29,0,0,0,24,52,18,0,525,15,0,0,28,847,140,190,46,51,0,125,3319,50,858,0,1220,5,0,0,0,0,0,0,0,125,101,0,57774,8588,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_278",38.7,2219.86,7.36,1,35355.26563,74716,1.29,0,27,16,19,58,54,38,572,83,16,0,27,1133,8,232,114,67,0,95,3595,0,970,0,1237,5,0,0,0,0,0,0,0,188,124,0,57246,8622,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_279",38.8,2226.88,7.37,1,35420.38672,75092,1.46,25,30,40,25,73,43,24,563,44,6,25,35,1123,6,154,97,0,0,186,3684,109,711,0,1265,7,0,0,0,0,0,0,0,0,215,138,57580,8733,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_280",38.9,2233.91,7.37,1,35465.78125,74730,1.47,0,31,0,8,55,70,55,602,57,0,5,13,1047,11,170,36,0,0,133,3587,50,798,0,1478,0,0,0,0,0,0,0,0,45,172,21,57736,8415,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_281",39,2240.94,7.38,1,35584.56641,74829,1.4,0,0,0,8,33,53,37,598,73,0,0,50,896,0,163,45,70,0,0,3639,10,855,0,1340,0,0,0,5,0,0,0,0,205,13,0,58114,8447,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_282",39.1,2247.97,7.38,1,35506.75781,74890,1.55,0,0,0,28,45,58,46,658,76,0,0,11,1085,9,186,65,46,0,84,3741,72,920,0,1111,13,0,0,0,0,0,37,0,244,0,0,57374,8832,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_283",39.2,2255,7.38,1,36032.94922,76052,1.46,0,21,6,15,67,49,50,645,56,0,0,29,996,87,207,130,0,0,127,3636,53,942,0,1152,0,0,0,0,0,0,8,0,106,180,60,58728,8547,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_284",39.3,2262.03,7.39,1,36099.66797,75582,1.29,0,46,13,33,82,63,52,581,53,0,0,33,848,0,198,141,95,0,30,3953,8,825,0,1136,0,0,0,11,0,0,0,0,93,168,0,58263,8703,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_285",39.4,2269.06,7.39,1,35932.71484,75082,1.46,0,22,18,16,82,63,45,631,86,0,0,11,1157,0,223,61,110,0,22,3837,160,830,0,959,0,7,0,7,0,0,11,0,118,0,0,57923,8572,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_286",39.5,2276.09,7.38,1,35951.47656,75872,1.38,8,0,0,0,77,33,55,643,101,0,7,62,942,0,265,94,50,0,158,3860,83,1040,0,1189,10,0,0,0,0,0,0,0,173,118,0,57812,8947,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_287",39.6,2283.11,7.38,1,36116.23438,75936,1.53,0,0,0,28,81,40,48,595,86,0,43,56,1088,38,245,67,81,0,235,3817,0,635,0,1327,0,0,0,0,0,0,0,0,73,251,0,58300,8583,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_288",39.7,2290.14,7.38,1,35950.28125,77202,1.47,0,25,14,36,29,52,51,589,122,10,0,44,1054,0,345,37,78,0,541,4041,0,973,0,1342,0,13,0,0,0,0,0,0,80,249,178,58034,9125,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_289",39.8,2297.17,7.37,1,35950.43359,75862,1.56,0,5,0,18,73,54,40,600,94,19,15,41,911,45,145,50,48,0,119,3997,0,918,0,1243,9,19,0,0,0,0,0,0,33,0,0,58370,8840,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_290",39.9,2304.2,7.37,1,35688.92969,75016,1.41,0,8,0,0,72,64,34,635,80,16,8,45,943,67,209,101,73,0,75,3986,0,750,0,1213,5,0,0,0,0,0,0,0,31,18,31,57569,8826,TRUE,"HER34L_1A"
"HER34L","HER34L_1A_291",40,2311.23,7.36,1,35813.74609,75626,1.51,0,40,0,35,89,66,0,645,80,12,16,49,1054,15,213,125,0,121,162,3692,161,807,0,1478,27,11,0,0,0,0,0,0,0,258,0,57408,8797,TRUE,"HER34L_1A"
